id, Positive Score, Negative Score, Net Score
40671,2,0,2
40672,1,0,1
40673,4,0,4
40674,1,0,1
40675,0,0,0
40676,1,0,1
40677,1,0,1
40678,3,0,3
40679,3,0,3
40680,0,0,0
40681,2,0,2
40682,0,1,-1
40683,3,0,3
40684,1,2,-2
40685,0,1,-1
40686,1,2,-2
40687,2,0,2
40688,0,2,-2
40689,3,0,3
40690,2,1,2
40691,1,0,1
40692,0,1,-1
40693,1,0,1
40694,0,0,0
40695,0,0,0
40696,1,0,1
40697,1,1,-1
40698,1,1,-1
40699,2,0,2
40700,0,0,0
40701,1,0,1
40702,0,1,-1
40703,0,0,0
40704,0,0,0
40705,1,0,1
40706,0,0,0
40707,4,0,4
40708,2,0,2
40709,0,1,-1
40710,0,0,0
40711,1,0,1
40712,2,0,2
40713,1,0,1
40714,2,1,2
40715,1,1,-1
40716,0,0,0
40717,0,0,0
40718,0,0,0
40719,1,0,1
40720,1,0,1
40721,1,0,1
40722,1,0,1
40723,0,0,0
40724,3,0,3
40725,0,1,-1
40726,1,0,1
40727,1,2,-2
40728,1,0,1
40729,0,0,0
40730,1,0,1
40731,1,0,1
40732,0,0,0
40733,2,0,2
40734,2,0,2
40735,0,0,0
40736,0,0,0
40737,0,0,0
40738,0,0,0
40739,0,0,0
40740,0,0,0
40741,0,0,0
40742,1,0,1
40743,2,0,2
40744,2,0,2
40745,2,1,2
40746,1,0,1
40747,0,0,0
40748,0,1,-1
40749,1,0,1
40750,1,0,1
40751,0,1,-1
40752,1,0,1
40753,0,0,0
40754,1,0,1
40755,0,0,0
40756,0,0,0
40757,1,1,-1
40758,0,1,-1
40759,0,0,0
40760,0,0,0
40761,1,0,1
40762,2,0,2
40763,0,2,-2
40764,2,0,2
40765,1,0,1
40766,0,0,0
40767,0,0,0
40768,2,0,2
40769,3,0,3
40770,1,2,-2
40771,1,0,1
40772,0,0,0
40773,1,0,1
40774,2,0,2
40775,0,2,-2
40776,1,0,1
40777,0,0,0
40778,2,0,2
40779,0,0,0
40780,1,0,1
40781,0,1,-1
40782,0,1,-1
40783,0,0,0
40784,1,0,1
40785,1,0,1
40786,1,0,1
40787,0,0,0
40788,2,0,2
40789,1,0,1
40790,1,0,1
40791,1,0,1
40792,0,1,-1
40793,0,4,-4
40794,1,0,1
40795,0,0,0
40796,1,0,1
40797,2,0,2
40798,2,0,2
40799,0,0,0
40800,2,0,2
40801,1,0,1
40802,0,2,-2
40803,1,1,-1
40804,0,0,0
40805,0,0,0
40806,3,0,3
40807,0,4,-4
40808,1,0,1
40809,3,1,3
40810,2,0,2
40811,0,0,0
40812,2,0,2
40813,0,0,0
40814,0,0,0
40815,1,0,1
40816,0,0,0
40817,1,1,-1
40818,1,0,1
40819,0,0,0
40820,0,1,-1
40821,1,0,1
40822,0,1,-1
40823,1,0,1
40824,1,0,1
40825,2,0,2
40826,0,1,-1
40827,1,0,1
40828,2,1,2
40829,1,0,1
40830,0,1,-1
40831,2,0,2
40832,2,1,2
40833,1,1,-1
40834,0,0,0
40835,1,0,1
40836,0,0,0
40837,0,0,0
40838,1,0,1
40839,1,0,1
40840,0,0,0
40841,0,0,0
40842,1,0,1
40843,0,2,-2
40844,0,0,0
40845,3,0,3
40846,3,0,3
40847,0,1,-1
40848,4,0,4
40849,0,0,0
40850,0,1,-1
40851,0,0,0
40852,2,0,2
40853,2,2,-2
40854,1,1,-1
40855,3,0,3
40856,1,0,1
40857,0,1,-1
40858,1,0,1
40859,1,0,1
40860,2,0,2
40861,0,0,0
40862,0,1,-1
40863,1,0,1
40864,1,0,1
40865,2,0,2
40866,0,1,-1
40867,4,0,4
40868,0,3,-3
40869,0,0,0
40870,2,0,2
40871,0,0,0
40872,0,0,0
40873,0,1,-1
40874,1,1,-1
40875,0,4,-4
40876,1,0,1
40877,0,0,0
40878,0,1,-1
40879,0,0,0
40880,0,1,-1
40881,1,0,1
40882,2,0,2
40883,0,1,-1
40884,0,0,0
40885,1,1,-1
40886,1,0,1
40887,0,5,-5
40888,0,2,-2
40889,0,0,0
40890,2,1,2
40891,1,0,1
40892,0,0,0
40893,1,0,1
40894,0,0,0
40895,0,0,0
40896,3,0,3
40897,1,0,1
40898,2,0,2
40899,0,0,0
40900,1,0,1
40901,2,0,2
40902,0,0,0
40903,1,0,1
40904,1,0,1
40905,1,0,1
40906,0,0,0
40907,1,0,1
40908,0,0,0
40909,1,0,1
40910,0,0,0
40911,0,0,0
40912,0,0,0
40913,2,0,2
40914,0,1,-1
40915,3,0,3
40916,2,0,2
40917,0,0,0
40918,1,0,1
40919,1,1,-1
40920,2,0,2
40921,0,0,0
40922,2,0,2
40923,1,1,-1
40924,2,1,2
40925,0,0,0
40926,2,1,2
40927,0,1,-1
40928,0,1,-1
40929,1,0,1
40930,0,2,-2
40931,3,0,3
40932,0,0,0
40933,0,0,0
40934,0,1,-1
40935,2,0,2
40936,0,0,0
40937,1,0,1
40938,0,0,0
40939,1,0,1
40940,0,1,-1
40941,1,0,1
40942,1,0,1
40943,0,1,-1
40944,0,2,-2
40945,0,0,0
40946,0,1,-1
40947,1,0,1
40948,0,0,0
40949,0,0,0
40950,0,0,0
40951,3,0,3
40952,0,0,0
40953,0,0,0
40954,5,0,5
40955,3,0,3
40956,2,1,2
40957,3,0,3
40958,1,0,1
40959,0,0,0
40960,1,0,1
40961,0,0,0
40962,0,0,0
40963,2,0,2
40964,3,1,3
40965,2,0,2
40966,0,0,0
40967,0,0,0
40968,3,0,3
40969,0,0,0
40970,2,1,2
40971,1,1,-1
40972,3,0,3
40973,0,0,0
40974,0,0,0
40975,3,0,3
40976,0,0,0
40977,0,0,0
40978,0,1,-1
40979,0,0,0
40980,2,1,2
40981,1,0,1
40982,1,0,1
40983,2,3,-3
40984,0,0,0
40985,1,0,1
40986,1,0,1
40987,0,0,0
40988,0,0,0
40989,0,0,0
40990,3,0,3
40991,1,2,-2
40992,2,1,2
40993,0,0,0
40994,1,2,-2
40995,4,1,4
40996,2,0,2
40997,2,1,2
40998,0,1,-1
40999,1,0,1
41000,0,0,0
41001,0,0,0
41002,0,0,0
41003,1,1,-1
41004,0,0,0
41005,1,0,1
41006,0,0,0
41007,0,0,0
41008,0,1,-1
41009,3,0,3
41010,0,1,-1
41011,0,0,0
41012,5,0,5
41013,0,0,0
41014,1,0,1
41015,0,0,0
41016,0,0,0
41017,2,0,2
41018,0,0,0
41019,1,0,1
41020,2,0,2
41021,0,0,0
41022,1,0,1
41023,0,4,-4
41024,0,0,0
41025,0,0,0
41026,0,0,0
41027,2,0,2
41028,0,1,-1
41029,1,0,1
41030,1,1,-1
41031,0,0,0
41032,1,2,-2
41033,4,0,4
41034,0,0,0
41035,0,0,0
41036,0,0,0
41037,1,1,-1
41038,1,0,1
41039,3,0,3
41040,2,1,2
41041,1,0,1
41042,0,0,0
41043,4,0,4
41044,0,1,-1
41045,0,1,-1
41046,1,0,1
41047,3,1,3
41048,0,0,0
41049,1,0,1
41050,0,0,0
41051,2,3,-3
41052,0,0,0
41053,0,0,0
41054,2,0,2
41055,0,1,-1
41056,0,0,0
41057,0,3,-3
41058,2,0,2
41059,2,0,2
41060,1,0,1
41061,1,0,1
41062,0,1,-1
41063,0,2,-2
41064,1,0,1
41065,0,2,-2
41066,0,0,0
41067,1,0,1
41068,4,0,4
41069,2,1,2
41070,0,0,0
41071,3,0,3
41072,1,0,1
41073,0,0,0
41074,1,0,1
41075,1,1,-1
41076,0,0,0
41077,1,3,-3
41078,0,0,0
41079,4,0,4
41080,0,0,0
41081,1,0,1
41082,2,0,2
41083,2,0,2
41084,0,0,0
41085,0,0,0
41086,1,0,1
41087,0,0,0
41088,0,0,0
41089,0,0,0
41090,1,1,-1
41091,0,0,0
41092,2,1,2
41093,0,0,0
41094,1,0,1
41095,3,0,3
41096,0,0,0
41097,3,0,3
41098,0,0,0
41099,0,1,-1
41100,0,0,0
41101,0,2,-2
41102,1,0,1
41103,0,0,0
41104,1,1,-1
41105,0,0,0
41106,0,0,0
41107,3,1,3
41108,1,2,-2
41109,0,0,0
41110,0,0,0
41111,1,0,1
41112,0,0,0
41113,4,0,4
41114,2,0,2
41115,1,0,1
41116,0,4,-4
41117,0,0,0
41118,0,0,0
41119,0,0,0
41120,0,0,0
41121,1,0,1
41122,0,0,0
41123,1,0,1
41124,1,1,-1
41125,0,0,0
41126,2,0,2
41127,1,0,1
41128,3,0,3
41129,0,0,0
41130,3,0,3
41131,0,0,0
41132,0,2,-2
41133,0,0,0
41134,3,0,3
41135,0,0,0
41136,0,1,-1
41137,1,0,1
41138,0,0,0
41139,1,0,1
41140,3,0,3
41141,1,0,1
41142,0,1,-1
41143,2,1,2
41144,1,0,1
41145,1,0,1
41146,2,0,2
41147,0,0,0
41148,1,0,1
41149,4,0,4
41150,0,0,0
41151,1,2,-2
41152,0,1,-1
41153,4,1,4
41154,0,0,0
41155,1,0,1
41156,1,0,1
41157,0,0,0
41158,1,0,1
41159,0,3,-3
41160,0,2,-2
41161,1,0,1
41162,0,2,-2
41163,1,2,-2
41164,1,1,-1
41165,0,0,0
41166,1,0,1
41167,3,0,3
41168,0,0,0
41169,0,0,0
41170,1,0,1
41171,0,0,0
41172,0,0,0
41173,1,3,-3
41174,2,1,2
41175,0,0,0
41176,1,0,1
41177,0,0,0
41178,2,0,2
41179,0,1,-1
41180,3,0,3
41181,1,1,-1
41182,0,0,0
41183,1,1,-1
41184,0,0,0
41185,1,0,1
41186,1,2,-2
41187,0,0,0
41188,4,0,4
41189,0,0,0
41190,1,0,1
41191,0,1,-1
41192,0,0,0
41193,1,0,1
41194,0,0,0
41195,0,1,-1
41196,0,1,-1
41197,4,1,4
41198,0,1,-1
41199,0,0,0
41200,2,1,2
41201,1,1,-1
41202,0,1,-1
41203,2,3,-3
41204,0,1,-1
41205,0,0,0
41206,0,2,-2
41207,1,2,-2
41208,0,1,-1
41209,0,2,-2
41210,0,0,0
41211,0,0,0
41212,0,0,0
41213,0,0,0
41214,0,0,0
41215,0,0,0
41216,0,0,0
41217,0,3,-3
41218,1,0,1
41219,0,0,0
41220,1,0,1
41221,1,0,1
41222,0,0,0
41223,1,2,-2
41224,0,1,-1
41225,2,0,2
41226,1,0,1
41227,1,0,1
41228,2,0,2
41229,1,0,1
41230,1,0,1
41231,2,1,2
41232,1,0,1
41233,1,0,1
41234,0,0,0
41235,0,0,0
41236,1,0,1
41237,1,0,1
41238,0,0,0
41239,0,1,-1
41240,0,0,0
41241,0,1,-1
41242,1,0,1
41243,0,0,0
41244,0,0,0
41245,0,0,0
41246,2,0,2
41247,0,0,0
41248,1,0,1
41249,0,1,-1
41250,1,0,1
41251,0,0,0
41252,1,0,1
41253,2,0,2
41254,0,2,-2
41255,0,0,0
41256,1,0,1
41257,1,0,1
41258,0,0,0
41259,1,0,1
41260,2,0,2
41261,0,0,0
41262,1,0,1
41263,2,0,2
41264,2,3,-3
41265,2,0,2
41266,1,1,-1
41267,0,0,0
41268,0,0,0
41269,0,0,0
41270,0,0,0
41271,1,1,-1
41272,0,0,0
41273,2,0,2
41274,0,0,0
41275,0,3,-3
41276,1,0,1
41277,1,0,1
41278,1,1,-1
41279,0,1,-1
41280,3,1,3
41281,0,2,-2
41282,1,0,1
41283,1,0,1
41284,0,0,0
41285,0,0,0
41286,0,0,0
41287,0,2,-2
41288,0,0,0
41289,1,1,-1
41290,0,0,0
41291,1,0,1
41292,0,0,0
41293,1,0,1
41294,0,2,-2
41295,0,0,0
41296,3,0,3
41297,0,0,0
41298,0,0,0
41299,1,0,1
41300,1,0,1
41301,0,0,0
41302,0,2,-2
41303,3,0,3
41304,0,0,0
41305,1,0,1
41306,2,0,2
41307,1,0,1
41308,1,0,1
41309,0,1,-1
41310,1,0,1
41311,0,0,0
41312,0,0,0
41313,1,0,1
41314,0,0,0
41315,1,0,1
41316,1,0,1
41317,1,2,-2
41318,1,0,1
41319,2,0,2
41320,0,0,0
41321,1,0,1
41322,0,1,-1
41323,0,1,-1
41324,1,0,1
41325,4,1,4
41326,0,0,0
41327,1,3,-3
41328,5,0,5
41329,0,0,0
41330,3,0,3
41331,0,2,-2
41332,1,0,1
41333,0,0,0
41334,0,0,0
41335,0,0,0
41336,0,0,0
41337,2,0,2
41338,2,0,2
41339,0,2,-2
41340,1,0,1
41341,1,0,1
41342,1,0,1
41343,1,0,1
41344,0,5,-5
41345,0,1,-1
41346,0,2,-2
41347,0,0,0
41348,0,0,0
41349,0,0,0
41350,1,1,-1
41351,1,0,1
41352,0,0,0
41353,0,1,-1
41354,1,1,-1
41355,0,0,0
41356,0,1,-1
41357,1,0,1
41358,1,0,1
41359,0,0,0
41360,0,1,-1
41361,2,1,2
41362,1,2,-2
41363,2,3,-3
41364,0,0,0
41365,0,0,0
41366,3,0,3
41367,3,0,3
41368,1,0,1
41369,0,0,0
41370,0,0,0
41371,0,0,0
41372,1,1,-1
41373,1,1,-1
41374,0,3,-3
41375,0,0,0
41376,0,0,0
41377,0,0,0
41378,1,0,1
41379,1,0,1
41380,0,1,-1
41381,1,0,1
41382,0,1,-1
41383,2,0,2
41384,0,2,-2
41385,0,0,0
41386,0,0,0
41387,0,0,0
41388,0,0,0
41389,0,2,-2
41390,0,0,0
41391,2,0,2
41392,1,0,1
41393,0,0,0
41394,0,0,0
41395,2,0,2
41396,1,1,-1
41397,0,0,0
41398,0,1,-1
41399,0,1,-1
41400,1,2,-2
41401,0,1,-1
41402,1,1,-1
41403,1,1,-1
41404,0,0,0
41405,0,0,0
41406,0,0,0
41407,1,0,1
41408,0,0,0
41409,0,0,0
41410,3,1,3
41411,1,0,1
41412,0,0,0
41413,0,0,0
41414,0,2,-2
41415,2,1,2
41416,1,0,1
41417,1,0,1
41418,0,0,0
41419,0,1,-1
41420,0,0,0
41421,1,0,1
41422,0,1,-1
41423,1,0,1
41424,2,0,2
41425,2,0,2
41426,1,0,1
41427,0,0,0
41428,0,1,-1
41429,1,0,1
41430,1,0,1
41431,0,0,0
41432,0,0,0
41433,1,0,1
41434,0,0,0
41435,0,0,0
41436,2,0,2
41437,1,0,1
41438,1,2,-2
41439,1,0,1
41440,0,0,0
41441,3,1,3
41442,0,0,0
41443,0,0,0
41444,0,0,0
41445,0,2,-2
41446,0,2,-2
41447,1,0,1
41448,0,0,0
41449,0,1,-1
41450,0,0,0
41451,0,0,0
41452,0,1,-1
41453,2,0,2
41454,0,0,0
41455,1,0,1
41456,0,0,0
41457,0,0,0
41458,3,0,3
41459,0,0,0
41460,2,2,-2
41461,0,1,-1
41462,0,0,0
41463,1,0,1
41464,0,0,0
41465,0,0,0
41466,0,0,0
41467,0,0,0
41468,0,0,0
41469,0,0,0
41470,3,0,3
41471,1,0,1
41472,0,0,0
41473,0,0,0
41474,0,1,-1
41475,1,1,-1
41476,1,0,1
41477,1,1,-1
41478,0,0,0
41479,5,0,5
41480,0,0,0
41481,2,0,2
41482,1,0,1
41483,1,1,-1
41484,0,0,0
41485,0,1,-1
41486,1,0,1
41487,0,0,0
41488,0,1,-1
41489,1,1,-1
41490,2,0,2
41491,3,0,3
41492,0,0,0
41493,0,1,-1
41494,1,1,-1
41495,0,0,0
41496,0,3,-3
41497,1,0,1
41498,1,0,1
41499,1,0,1
41500,0,0,0
41501,0,0,0
41502,0,0,0
41503,0,1,-1
41504,0,0,0
41505,2,1,2
41506,2,2,-2
41507,3,0,3
41508,0,0,0
41509,0,0,0
41510,1,1,-1
41511,2,0,2
41512,0,0,0
41513,1,0,1
41514,1,1,-1
41515,1,0,1
41516,0,1,-1
41517,0,0,0
41518,0,0,0
41519,2,0,2
41520,0,0,0
41521,0,1,-1
41522,1,0,1
41523,0,2,-2
41524,0,4,-4
41525,0,0,0
41526,0,0,0
41527,2,0,2
41528,1,0,1
41529,0,0,0
41530,1,0,1
41531,3,0,3
41532,0,0,0
41533,0,0,0
41534,1,0,1
41535,3,0,3
41536,2,0,2
41537,2,0,2
41538,1,1,-1
41539,1,0,1
41540,0,0,0
41541,1,0,1
41542,0,1,-1
41543,1,0,1
41544,0,2,-2
41545,0,1,-1
41546,2,0,2
41547,1,0,1
41548,0,0,0
41549,2,0,2
41550,2,0,2
41551,1,0,1
41552,1,0,1
41553,0,0,0
41554,1,0,1
41555,0,0,0
41556,0,2,-2
41557,0,0,0
41558,1,0,1
41559,1,0,1
41560,1,0,1
41561,1,1,-1
41562,0,0,0
41563,0,0,0
41564,0,0,0
41565,1,0,1
41566,0,0,0
41567,1,1,-1
41568,3,0,3
41569,4,0,4
41570,1,1,-1
41571,0,0,0
41572,2,0,2
41573,1,0,1
41574,0,0,0
41575,0,2,-2
41576,2,0,2
41577,3,0,3
41578,0,1,-1
41579,0,0,0
41580,1,0,1
41581,2,0,2
41582,0,0,0
41583,1,0,1
41584,0,0,0
41585,1,1,-1
41586,1,0,1
41587,3,0,3
41588,1,0,1
41589,0,0,0
41590,0,0,0
41591,0,0,0
41592,0,0,0
41593,0,0,0
41594,3,0,3
41595,2,0,2
41596,1,0,1
41597,0,0,0
41598,1,0,1
41599,0,0,0
41600,1,0,1
41601,0,1,-1
41602,1,0,1
41603,3,1,3
41604,1,2,-2
41605,3,0,3
41606,0,0,0
41607,1,0,1
41608,2,0,2
41609,1,0,1
41610,3,0,3
41611,1,0,1
41612,1,0,1
41613,0,1,-1
41614,0,0,0
41615,0,0,0
41616,1,0,1
41617,0,0,0
41618,2,0,2
41619,2,0,2
41620,1,0,1
41621,0,1,-1
41622,0,0,0
41623,0,0,0
41624,1,0,1
41625,0,0,0
41626,2,1,2
41627,0,0,0
41628,2,0,2
41629,0,1,-1
41630,0,0,0
41631,1,0,1
41632,1,0,1
41633,0,0,0
41634,0,0,0
41635,1,0,1
41636,0,1,-1
41637,0,0,0
41638,0,1,-1
41639,1,2,-2
41640,0,0,0
41641,2,0,2
41642,0,0,0
41643,0,1,-1
41644,2,0,2
41645,2,0,2
41646,1,0,1
41647,0,0,0
41648,1,0,1
41649,3,0,3
41650,0,0,0
41651,1,0,1
41652,1,2,-2
41653,0,0,0
41654,0,0,0
41655,0,1,-1
41656,2,1,2
41657,2,0,2
41658,0,1,-1
41659,0,0,0
41660,0,0,0
41661,1,0,1
41662,0,1,-1
41663,0,0,0
41664,0,0,0
41665,0,0,0
41666,0,0,0
41667,1,0,1
41668,1,1,-1
41669,1,1,-1
41670,1,0,1
41671,1,0,1
41672,0,0,0
41673,1,0,1
41674,1,0,1
41675,0,0,0
41676,0,1,-1
41677,0,0,0
41678,0,0,0
41679,2,0,2
41680,0,0,0
41681,1,0,1
41682,0,0,0
41683,0,0,0
41684,1,2,-2
41685,3,0,3
41686,2,0,2
41687,0,0,0
41688,3,1,3
41689,4,0,4
41690,2,0,2
41691,1,0,1
41692,2,0,2
41693,2,1,2
41694,2,0,2
41695,0,0,0
41696,0,0,0
41697,1,0,1
41698,0,1,-1
41699,0,2,-2
41700,0,0,0
41701,3,0,3
41702,0,0,0
41703,0,0,0
41704,0,2,-2
41705,0,0,0
41706,1,0,1
41707,0,1,-1
41708,0,0,0
41709,0,0,0
41710,0,2,-2
41711,0,0,0
41712,0,0,0
41713,4,0,4
41714,0,0,0
41715,0,0,0
41716,0,0,0
41717,1,0,1
41718,1,0,1
41719,0,0,0
41720,2,1,2
41721,0,0,0
41722,1,0,1
41723,1,0,1
41724,0,1,-1
41725,2,0,2
41726,2,0,2
41727,0,0,0
41728,1,1,-1
41729,0,0,0
41730,1,1,-1
41731,0,0,0
41732,3,0,3
41733,6,0,6
41734,0,0,0
41735,0,2,-2
41736,1,0,1
41737,1,0,1
41738,0,1,-1
41739,0,0,0
41740,2,1,2
41741,2,0,2
41742,0,1,-1
41743,1,0,1
41744,1,0,1
41745,0,0,0
41746,1,0,1
41747,0,0,0
41748,2,1,2
41749,1,0,1
41750,2,0,2
41751,2,1,2
41752,1,1,-1
41753,4,0,4
41754,1,0,1
41755,0,0,0
41756,2,0,2
41757,2,0,2
41758,0,0,0
41759,0,0,0
41760,1,2,-2
41761,2,0,2
41762,0,0,0
41763,0,0,0
41764,1,0,1
41765,0,0,0
41766,3,0,3
41767,0,0,0
41768,0,1,-1
41769,0,1,-1
41770,0,0,0
41771,3,0,3
41772,0,0,0
41773,1,1,-1
41774,2,0,2
41775,1,1,-1
41776,2,0,2
41777,1,0,1
41778,1,0,1
41779,1,0,1
41780,3,0,3
41781,0,1,-1
41782,0,0,0
41783,2,0,2
41784,1,1,-1
41785,1,0,1
41786,1,1,-1
41787,1,0,1
41788,1,1,-1
41789,0,0,0
41790,0,1,-1
41791,1,0,1
41792,1,1,-1
41793,1,0,1
41794,1,1,-1
41795,1,0,1
41796,1,0,1
41797,1,0,1
41798,0,0,0
41799,0,0,0
41800,0,1,-1
41801,1,0,1
41802,0,3,-3
41803,2,0,2
41804,0,2,-2
41805,0,2,-2
41806,0,0,0
41807,0,0,0
41808,0,0,0
41809,1,0,1
41810,1,0,1
41811,0,2,-2
41812,0,0,0
41813,0,0,0
41814,0,1,-1
41815,1,0,1
41816,0,1,-1
41817,0,0,0
41818,0,0,0
41819,3,0,3
41820,0,0,0
41821,0,1,-1
41822,0,1,-1
41823,1,0,1
41824,0,0,0
41825,0,0,0
41826,0,1,-1
41827,0,2,-2
41828,0,0,0
41829,1,0,1
41830,3,0,3
41831,0,0,0
41832,0,1,-1
41833,0,1,-1
41834,1,2,-2
41835,2,0,2
41836,2,0,2
41837,2,0,2
41838,0,0,0
41839,1,0,1
41840,1,0,1
41841,0,0,0
41842,0,0,0
41843,3,0,3
41844,0,0,0
41845,2,0,2
41846,1,0,1
41847,0,0,0
41848,1,0,1
41849,0,0,0
41850,0,0,0
41851,2,0,2
41852,1,0,1
41853,2,0,2
41854,1,0,1
41855,0,0,0
41856,1,0,1
41857,0,0,0
41858,1,1,-1
41859,0,0,0
41860,0,5,-5
41861,0,0,0
41862,1,3,-3
41863,0,3,-3
41864,1,0,1
41865,0,1,-1
41866,2,0,2
41867,1,1,-1
41868,0,0,0
41869,0,0,0
41870,0,0,0
41871,0,0,0
41872,1,2,-2
41873,0,0,0
41874,1,0,1
41875,0,0,0
41876,0,0,0
41877,1,0,1
41878,0,0,0
41879,0,5,-5
41880,0,0,0
41881,1,0,1
41882,0,0,0
41883,1,1,-1
41884,0,1,-1
41885,1,0,1
41886,0,0,0
41887,1,0,1
41888,0,1,-1
41889,0,0,0
41890,0,0,0
41891,1,0,1
41892,0,0,0
41893,0,0,0
41894,0,0,0
41895,2,0,2
41896,0,3,-3
41897,0,1,-1
41898,0,1,-1
41899,0,1,-1
41900,0,1,-1
41901,0,1,-1
41902,3,0,3
41903,1,0,1
41904,2,0,2
41905,2,0,2
41906,2,2,-2
41907,0,0,0
41908,0,1,-1
41909,1,0,1
41910,1,0,1
41911,0,0,0
41912,2,0,2
41913,1,0,1
41914,3,0,3
41915,0,0,0
41916,3,0,3
41917,1,0,1
41918,0,1,-1
41919,1,0,1
41920,0,0,0
41921,0,0,0
41922,2,0,2
41923,1,4,-4
41924,0,1,-1
41925,0,0,0
41926,2,0,2
41927,0,1,-1
41928,1,0,1
41929,0,0,0
41930,0,1,-1
41931,0,0,0
41932,0,1,-1
41933,1,1,-1
41934,3,0,3
41935,1,0,1
41936,0,1,-1
41937,0,0,0
41938,0,0,0
41939,0,2,-2
41940,0,2,-2
41941,4,0,4
41942,1,0,1
41943,0,0,0
41944,2,1,2
41945,0,0,0
41946,0,0,0
41947,0,0,0
41948,1,2,-2
41949,0,0,0
41950,0,1,-1
41951,3,1,3
41952,1,0,1
41953,1,0,1
41954,2,3,-3
41955,1,0,1
41956,2,0,2
41957,1,0,1
41958,1,0,1
41959,3,0,3
41960,1,0,1
41961,0,0,0
41962,0,1,-1
41963,3,0,3
41964,1,0,1
41965,2,0,2
41966,2,3,-3
41967,1,1,-1
41968,2,0,2
41969,1,1,-1
41970,0,0,0
41971,1,0,1
41972,0,0,0
41973,0,3,-3
41974,0,0,0
41975,1,0,1
41976,1,0,1
41977,1,0,1
41978,0,0,0
41979,1,1,-1
41980,1,0,1
41981,0,0,0
41982,1,0,1
41983,2,0,2
41984,3,2,3
41985,0,0,0
41986,1,0,1
41987,0,0,0
41988,5,0,5
41989,0,0,0
41990,0,3,-3
41991,1,0,1
41992,1,0,1
41993,0,0,0
41994,0,0,0
41995,0,0,0
41996,1,0,1
41997,1,1,-1
41998,0,0,0
41999,0,0,0
42000,0,3,-3
42001,2,0,2
42002,1,2,-2
42003,2,0,2
42004,1,0,1
42005,1,0,1
42006,1,0,1
42007,3,0,3
42008,5,0,5
42009,0,0,0
42010,2,0,2
42011,0,0,0
42012,0,0,0
42013,0,0,0
42014,0,0,0
42015,0,2,-2
42016,0,0,0
42017,1,0,1
42018,1,3,-3
42019,0,2,-2
42020,1,1,-1
42021,3,0,3
42022,0,2,-2
42023,0,0,0
42024,0,0,0
42025,1,1,-1
42026,1,0,1
42027,1,0,1
42028,1,0,1
42029,3,0,3
42030,1,1,-1
42031,0,3,-3
42032,1,0,1
42033,0,2,-2
42034,0,0,0
42035,0,0,0
42036,0,1,-1
42037,1,1,-1
42038,0,0,0
42039,1,0,1
42040,0,1,-1
42041,0,0,0
42042,0,0,0
42043,1,0,1
42044,0,0,0
42045,3,0,3
42046,3,0,3
42047,1,0,1
42048,1,1,-1
42049,0,2,-2
42050,1,0,1
42051,0,0,0
42052,0,0,0
42053,0,1,-1
42054,0,0,0
42055,0,0,0
42056,3,0,3
42057,0,0,0
42058,0,0,0
42059,0,2,-2
42060,1,0,1
42061,0,1,-1
42062,0,0,0
42063,0,2,-2
42064,1,0,1
42065,1,0,1
42066,2,0,2
42067,0,0,0
42068,0,1,-1
42069,0,0,0
42070,1,1,-1
42071,0,0,0
42072,0,1,-1
42073,0,0,0
42074,0,0,0
42075,3,0,3
42076,1,0,1
42077,4,0,4
42078,0,2,-2
42079,3,0,3
42080,1,1,-1
42081,2,0,2
42082,2,0,2
42083,0,0,0
42084,3,1,3
42085,0,0,0
42086,2,1,2
42087,0,0,0
42088,0,0,0
42089,1,3,-3
42090,1,0,1
42091,2,1,2
42092,2,0,2
42093,1,0,1
42094,1,0,1
42095,0,0,0
42096,0,0,0
42097,1,0,1
42098,2,0,2
42099,0,0,0
42100,2,0,2
42101,1,0,1
42102,1,0,1
42103,1,0,1
42104,1,1,-1
42105,0,0,0
42106,1,0,1
42107,2,1,2
42108,0,0,0
42109,0,0,0
42110,2,0,2
42111,0,0,0
42112,0,2,-2
42113,0,0,0
42114,1,3,-3
42115,1,0,1
42116,3,0,3
42117,1,0,1
42118,0,0,0
42119,0,0,0
42120,2,3,-3
42121,0,0,0
42122,0,0,0
42123,2,0,2
42124,1,0,1
42125,1,1,-1
42126,0,0,0
42127,0,1,-1
42128,0,1,-1
42129,2,0,2
42130,2,0,2
42131,0,0,0
42132,0,0,0
42133,0,0,0
42134,0,0,0
42135,1,2,-2
42136,0,0,0
42137,0,0,0
42138,2,0,2
42139,3,0,3
42140,0,0,0
42141,0,0,0
42142,0,0,0
42143,1,0,1
42144,0,0,0
42145,1,0,1
42146,0,0,0
42147,0,0,0
42148,1,0,1
42149,0,0,0
42150,0,1,-1
42151,1,0,1
42152,1,0,1
42153,3,0,3
42154,0,0,0
42155,1,0,1
42156,0,0,0
42157,0,2,-2
42158,0,1,-1
42159,0,0,0
42160,0,0,0
42161,2,0,2
42162,1,1,-1
42163,0,0,0
42164,3,0,3
42165,0,0,0
42166,1,0,1
42167,3,0,3
42168,1,0,1
42169,0,0,0
42170,3,0,3
42171,0,0,0
42172,2,0,2
42173,0,0,0
42174,2,0,2
42175,1,0,1
42176,0,0,0
42177,3,1,3
42178,0,1,-1
42179,2,0,2
42180,3,0,3
42181,0,3,-3
42182,1,0,1
42183,0,1,-1
42184,0,1,-1
